item_id,total_interactions,unique_users,first_timestamp,last_timestamp
42612,12,12,1557056402479,1583107621648
42613,2,2,1479624997000,1507544466380
42614,7,7,1410173043000,1433157681000
42615,1,1,1583104879071,1583104879071
42616,1,1,1536818715991,1536818715991
42617,15,15,1529981895661,1546229077338
42618,1,1,1511836678188,1511836678188
42619,3,3,1542069477780,1552072740939
42620,1,1,1542284515215,1542284515215
42621,1,1,1473466386000,1473466386000
42622,2,2,1568065216351,1570549593970
42623,2,2,1429208426000,1501268331369
42624,2,2,1267492780000,1460137571000
42625,3,3,1416623536000,1448931769000
42626,5,5,1467735187000,1482177160000
42627,36,36,1582472473820,1603549604356
42628,3,3,1447862222000,1486216255000
42629,32,32,1584219128288,1600967670558
42630,2,2,1459104232000,1471790522000
42631,1,1,1451399190000,1451399190000
42632,1,1,1598455157239,1598455157239
42633,1,1,1601253280995,1601253280995
42634,1,1,1453417207000,1453417207000
42635,3,3,1598549061931,1600191590942
42636,8,8,1495044228000,1552835477405
42637,5,5,1590816366577,1597891978721
42638,1,1,1480702185000,1480702185000
42639,32,32,1483980298000,1599445786861
42640,1,1,1504452477234,1504452477234
42641,7,6,1570448721040,1595938284563
42642,9,9,1442573994000,1602289751551
42643,1,1,1551372569819,1551372569819
42644,1,1,1600218128163,1600218128163
42645,2,2,1581961212351,1583881764671
42646,6,5,1552922187283,1603390876271
42647,1,1,1594866588080,1594866588080
42648,1,1,1592912130622,1592912130622
42649,2,2,1440875717000,1486584705000
42650,5,5,1456338771000,1529512991519
42651,3,3,1542413093051,1563144063047
42652,1,1,1546908135157,1546908135157
42653,1,1,1578335167720,1578335167720
42654,2,2,1533047059544,1582512947654
42655,3,3,1477436784000,1558287864174
42656,36,36,1507343735601,1574968166470
42657,1,1,1582752449513,1582752449513
42658,2,2,1506134434720,1510282686705
42659,1,1,1539939093296,1539939093296
42660,1,1,1465188498000,1465188498000
42661,1,1,1555327865352,1555327865352
42662,1,1,1590770828200,1590770828200
42663,5,5,1448241230000,1499225031758
42664,1,1,1558429385744,1558429385744
42665,1,1,1528381527093,1528381527093
42666,3,3,1529694462381,1576241967787
42667,1,1,1533040162505,1533040162505
42668,7,7,1561593226217,1576735571421
42669,1,1,1485039515000,1485039515000
42670,10,10,1593106252752,1600287758653
42671,5,5,1577364517563,1596203473763
42672,1,1,1559650672346,1559650672346
42673,6,4,1562899824547,1590090934614
42674,1,1,1481944456000,1481944456000
42675,1,1,1533169675592,1533169675592
42676,6,6,1569100811734,1603257162905
42677,1,1,1569695901584,1569695901584
42678,1,1,1502239761561,1502239761561
42679,1,1,1570465450750,1570465450750
42680,9,9,1570901107123,1585406120545
42681,1,1,1594480010453,1594480010453
42682,1,1,1546521125290,1546521125290
42683,3,3,1532544649667,1557614673596
42684,1,1,1424222042000,1424222042000
42685,13,13,1443393200000,1581383388086
42686,3,3,1471454247000,1521465880774
42687,3,3,1352055613000,1456714354000
42688,3,3,1519880459519,1549382372078
42689,2,2,1534301699803,1561594845113
42690,1,1,1576554847869,1576554847869
42691,7,7,1436721526000,1602244214110
42692,1,1,1602120846221,1602120846221
42693,1,1,1557439240251,1557439240251
42694,3,3,1504640385774,1524608570402
42695,1,1,1545334202422,1545334202422
42696,1,1,1357434008000,1357434008000
42697,8,8,1446854100000,1583032260473
42698,14,14,1543085669560,1566159110210
42699,1,1,1599740623425,1599740623425
42700,15,13,1574953849200,1593733101296
42701,1,1,1594440545095,1594440545095
42702,1,1,1363018958000,1363018958000
42703,1,1,1602606137671,1602606137671
42704,4,4,1387122347000,1516905801157
42705,3,3,1533640603248,1551305993081
42706,1,1,1556376750326,1556376750326
42707,6,6,1573526178596,1583491773296
42708,1,1,1464133446000,1464133446000
42709,43,39,1418316379000,1466485465000
42710,1,1,1474566130000,1474566130000
42711,6,6,1488331179000,1541549975135
42712,7,7,1441397581000,1453322121000
42713,1,1,1539143222521,1539143222521
42714,1,1,1558184201591,1558184201591
42715,1,1,1391806529000,1391806529000
42716,1,1,1538359453120,1538359453120
42717,3,3,1482294311000,1486017581000
42718,15,15,1565637624023,1587510802705
42719,1,1,1593725911946,1593725911946
42720,1,1,1418991748000,1418991748000
42721,1,1,1517070000570,1517070000570
42722,1,1,1594684110920,1594684110920
42723,1,1,1603479967247,1603479967247
42724,1,1,1386695334000,1386695334000
42725,1,1,1502986022810,1502986022810
42726,72,71,1469497423000,1597100395929
42727,11,11,1520638209981,1584626567903
42728,25,24,1411598270000,1533517663337
42729,2,2,1430848863000,1525739729042
42730,11,11,1477112130000,1518979047168
42731,2,2,1559039407140,1576250891880
42732,1,1,1560301863628,1560301863628
42733,2,2,1482898757000,1566303014069
42734,7,7,1558547643494,1592432253913
42735,2,2,1472752857000,1492268048000
42736,5,5,1587410091392,1591231230075
42737,1,1,1489797329000,1489797329000
42738,15,15,1544542288035,1581953868154
42739,2,2,1587233999816,1592759921428
42740,30,30,1538881660480,1570888779166
42741,1,1,1562573954275,1562573954275
42742,52,51,1594138449396,1603414366056
42743,1,1,1564655702567,1564655702567
42744,1,1,1535315284595,1535315284595
42745,1,1,1602122526662,1602122526662
42746,1,1,1597612402845,1597612402845
42747,1,1,1555793689709,1555793689709
42748,1,1,1544644123505,1544644123505
42749,1,1,1555918814540,1555918814540
42750,2,2,1594377094431,1595535996307
42751,1,1,1504218650159,1504218650159
42752,3,3,1595609904853,1600909496168
42753,1,1,1485435147000,1485435147000
42754,7,7,1506457809647,1562012183269
42755,1,1,1584025912394,1584025912394
42756,1,1,1522889970072,1522889970072
42757,7,7,1572836498347,1590114599371
42758,1,1,1598183959841,1598183959841
42759,7,7,1560043837907,1588337683016
42760,3,3,1500473122116,1506614970939
42761,4,4,1583950635449,1602701280701
42762,7,7,1596681156717,1599829639541
42763,1,1,1388099390000,1388099390000
42764,2,2,1534359786701,1549246771958
42765,1,1,1602826110380,1602826110380
42766,2,2,1444403531000,1484885306000
42767,4,4,1556045467916,1559720779929
42768,5,5,1577810780546,1581817330462
42769,2,2,1470849506000,1478450210000
42770,1,1,1597948494351,1597948494351
42771,2,2,1508428464528,1567188442931
42772,1,1,1368204043000,1368204043000
42773,1,1,1491522284000,1491522284000
42774,2,2,1454892655000,1497872796794
42775,2,2,1518839274149,1520121279404
42776,1,1,1545493114122,1545493114122
42777,1,1,1450208387000,1450208387000
42778,1,1,1574638452107,1574638452107
42779,6,6,1464883038000,1592194097290
42780,7,6,1492648920000,1532279043739
42781,1,1,1531962511155,1531962511155
42782,12,11,1434392582000,1595951438165
42783,1,1,1602599406345,1602599406345
42784,1,1,1588900815356,1588900815356
42785,1,1,1582961650168,1582961650168
42786,1,1,1514163948203,1514163948203
42787,1,1,1591809773059,1591809773059
42788,1,1,1478292785000,1478292785000
42789,13,12,1501382352627,1564684185271
42790,8,8,1558178318644,1588319726209
42791,1,1,1587341818566,1587341818566
42792,4,4,1451136237000,1545429141068
42793,1,1,1594238921333,1594238921333
42794,1,1,1495159426000,1495159426000
42795,1,1,1588127760278,1588127760278
42796,4,4,1418404776000,1567535802385
42797,1,1,1599042014322,1599042014322
42798,1,1,1471969876000,1471969876000
42799,4,4,1468429825000,1513953745481
42800,2,2,1532626570291,1562775935711
42801,6,6,1576988020606,1602990444817
42802,4,4,1484536380000,1495547960000
42803,1,1,1476439911000,1476439911000
42804,1,1,1530929747624,1530929747624
42805,2,2,1435340098000,1472751553000
42806,6,6,1542223843295,1595354336816
42807,1,1,1483713354000,1483713354000
42808,1,1,1500131790645,1500131790645
42809,17,17,1463534046000,1597843097506
42810,1,1,1585720021116,1585720021116
42811,9,9,1470338762000,1502748524481
42812,1,1,1465990264000,1465990264000
42813,7,7,1415490522000,1544557289834
42814,103,102,1533761650016,1601315188044
42815,3,3,1416169933000,1426828936000
42816,2,2,1562283973482,1562470860896
42817,2,2,1470045694000,1552937568808
42818,3,3,1565913222206,1577749359815
42819,1,1,1582954097112,1582954097112
42820,2,2,1524073207690,1531174514906
42821,5,5,1540576825792,1558703472458
42822,7,7,1544688576122,1593640461063
42823,2,2,1396128410000,1409455855000
42824,1,1,1581798436075,1581798436075
42825,1,1,1550560767327,1550560767327
42826,8,8,1463061615000,1504203272338
42827,1,1,1465410969000,1465410969000
42828,3,3,1456496667000,1480704910000
42829,4,4,1356709840000,1485843595000
42830,1,1,1546829922531,1546829922531
42831,2,2,1470799680000,1487127584000
42832,1,1,1499141472601,1499141472601
42833,1,1,1496428514000,1496428514000
42834,3,3,1563273044019,1579659363903
42835,3,3,1593321721590,1595463545008
42836,1,1,1315521520000,1315521520000
42837,2,2,1542861202018,1547665750395
42838,5,5,1586197717381,1602029851639
42839,2,2,1459302811000,1566705975269
42840,1,1,1593997140572,1593997140572
42841,4,4,1422889665000,1446859213000
42842,2,2,1493864944000,1562729800624
42843,2,2,1591893510452,1601176843765
42844,2,2,1491090573000,1557441632064
42845,6,6,1581324137150,1597720214584
42846,1,1,1388419206000,1388419206000
42847,6,6,1476908220000,1522761846669
42848,8,8,1458316709000,1486321838000
42849,4,4,1460423925000,1509233407981
42850,6,6,1487193720000,1515602472718
42851,2,2,1566158736623,1571428788373
42852,1,1,1515810563055,1515810563055
42853,2,2,1581024773128,1582081403068
42854,2,2,1407255134000,1447884100000
42855,1,1,1466699751000,1466699751000
42856,1,1,1488398386000,1488398386000
42857,14,14,1287166152000,1459289350000
42858,1,1,1556136798337,1556136798337
42859,3,3,1561138869738,1581652119309
42860,1,1,1422062780000,1422062780000
42861,1,1,1524244389969,1524244389969
42862,1,1,1358804710000,1358804710000
42863,1,1,1590812222282,1590812222282
42864,5,5,1490841840000,1597709217752
42865,7,7,1523377155672,1594500294711
42866,1,1,1554934365260,1554934365260
42867,1,1,1598215361438,1598215361438
42868,2,2,1190544552000,1191772548000
42869,5,5,1450190266000,1478031019000
42870,1,1,1489658008000,1489658008000
42871,1,1,1598711336986,1598711336986
42872,7,7,1444494406000,1587841529243
42873,1,1,1360210489000,1360210489000
42874,3,3,1523398487261,1548512180475
42875,21,21,1568390023534,1592666346282
42876,4,4,1507309916894,1571347774766
42877,2,2,1386954271000,1430742941000
42878,5,5,1518705195050,1551663193111
42879,8,8,1578549035477,1589575896845
42880,2,2,1566191896977,1571540714002
42881,1,1,1397749397000,1397749397000
42882,1,1,1360653398000,1360653398000
42883,1,1,1425104961000,1425104961000
42884,6,6,1518190020173,1535215859255
42885,1,1,1527271000695,1527271000695
42886,2,2,1492766641000,1577509618711
42887,3,3,1576726774218,1589754690837
42888,3,3,1505219769692,1574472246309
42889,5,5,1482986088000,1519266463064
42890,17,17,1462501174000,1587975725413
42891,2,2,1499210794860,1500567683662
42892,18,18,1461338835000,1588777298581
42893,38,37,1390567446000,1596615947190
42894,1,1,1562095997778,1562095997778
42895,5,5,1544474029522,1577260437963
42896,7,7,1429488365000,1512727458587
42897,200,198,1392910154000,1598637622010
42898,1,1,1481050916000,1481050916000
42899,1,1,1534600635369,1534600635369
42900,1,1,1569615766785,1569615766785
42901,2,2,1472283256000,1560052839017
42902,2,2,1262614144000,1332524497000
42903,4,4,1563497699869,1597891763397
42904,6,6,1447164325000,1551806410466
42905,2,2,1571567555244,1575953836160
42906,1,1,1504808271027,1504808271027
42907,3,3,1419356019000,1494719892000
42908,1,1,1555261099505,1555261099505
42909,60,59,1384546357000,1504401559933
42910,1,1,1450552746000,1450552746000
42911,2,2,1502001073475,1513703345372
42912,21,21,1519958331862,1576642058212
42913,1,1,1524161843489,1524161843489
42914,2,2,1527367132746,1534309987154
42915,2,2,1490998654000,1597700075800
42916,1,1,1552098864304,1552098864304
42917,1,1,1530537787872,1530537787872
42918,1,1,1561600995515,1561600995515
42919,1,1,1586544149647,1586544149647
42920,4,4,1300195059000,1464895193000
42921,1,1,1566321435061,1566321435061
42922,1,1,1577328229730,1577328229730
42923,5,5,1601586109501,1603334381956
42924,61,61,1590892178709,1603020942043
42925,3,3,1445538010000,1468108119000
42926,2,2,1574403420500,1577677796898
42927,1,1,1502934320019,1502934320019
42928,3,3,1447770654000,1509491246411
42929,1,1,1558544014019,1558544014019
42930,1,1,1574805201580,1574805201580
42931,5,5,1515434564595,1558665154540
42932,1,1,1601087809918,1601087809918
42933,5,5,1393692630000,1426161665000
42934,5,5,1472389328000,1573968127168
42935,1,1,1536202236418,1536202236418
42936,4,4,1501945126947,1507603454481
42937,1,1,1582603093403,1582603093403
42938,1,1,1585539751435,1585539751435
42939,1,1,1526154776797,1526154776797
42940,17,16,1522292375325,1572788064202
42941,4,4,1569772901310,1587555578743
42942,1,1,1517842937572,1517842937572
42943,3,3,1498670371030,1514917370305
42944,1,1,1546385110573,1546385110573
42945,1,1,1576039346211,1576039346211
42946,1,1,1568603772341,1568603772341
42947,1,1,1583712453603,1583712453603
42948,6,6,1500590829123,1565645384043
42949,11,11,1484715462000,1581190156297
42950,2,2,1423875835000,1478449580000
42951,11,11,1458318570000,1533870113887
42952,1,1,1503064327971,1503064327971
42953,1,1,1598977733625,1598977733625
42954,1,1,1434049245000,1434049245000
42955,1,1,1576436656278,1576436656278
42956,2,2,1588181408147,1589774018621
42957,15,15,1509294163080,1563047298703
42958,1,1,1523841300187,1523841300187
42959,2,2,1482023028000,1533700095227
42960,1,1,1483537644000,1483537644000
42961,1,1,1529498028830,1529498028830
42962,5,5,1590768953089,1602097784951
42963,1,1,1590715531089,1590715531089
42964,1,1,1410486902000,1410486902000
42965,1,1,1439443960000,1439443960000
42966,1,1,1450480844000,1450480844000
42967,1,1,1473428718000,1473428718000
42968,21,21,1479207005000,1601588992188
42969,1,1,1563997176174,1563997176174
42970,9,9,1363793618000,1434268823000
42971,4,4,1575928487386,1585481817146
42972,3,3,1546741220539,1575320689654
42973,3,3,1525225450116,1548712071596
42974,1,1,1591156641913,1591156641913
42975,44,44,1574453033444,1603488414352
42976,1,1,1603197584640,1603197584640
42977,1,1,1588085522176,1588085522176
42978,3,3,1470789199000,1559952661478
42979,2,2,1533263998880,1560663745538
42980,1,1,1536812899780,1536812899780
42981,1,1,1518381197312,1518381197312
42982,2,2,1493910156000,1507490795312
42983,1,1,1472525691000,1472525691000
42984,1,1,1485482420000,1485482420000
42985,6,6,1380714829000,1435463314000
42986,3,3,1370106806000,1453605250000
42987,1,1,1525972526036,1525972526036
42988,11,11,1574234856539,1580493529962
42989,14,13,1458329307000,1532726115771
42990,1,1,1582950953332,1582950953332
42991,1,1,1457489283000,1457489283000
42992,1,1,1513454591968,1513454591968
42993,1,1,1596763756417,1596763756417
42994,1,1,1601046671686,1601046671686
42995,2,2,1480989575000,1506656037194
42996,4,4,1314630349000,1419109838000
42997,25,25,1481406968000,1561996934073
42998,430,426,1493609050000,1602843589963
42999,1,1,1547774876955,1547774876955
43000,6,6,1404930073000,1516732478382
43001,2,2,1465304554000,1468153644000
43002,14,14,1537359717459,1580679152975
43003,2,2,1582949650342,1584743323712
43004,5,4,1469838035000,1480970131000
43005,3,3,1438017903000,1452315136000
43006,3,3,1543191907674,1583545557109
43007,1,1,1519150556199,1519150556199
43008,1,1,1459269506000,1459269506000
43009,4,4,1502027466302,1550889388161
43010,1,1,1603334243245,1603334243245
43011,5,5,1448980096000,1501936382901
43012,2,2,1586979794156,1589934891312
43013,1,1,1566508340357,1566508340357
43014,2,2,1597276346062,1599632628444
43015,1,1,1561097363715,1561097363715
43016,4,4,1543506888348,1563737068732
43017,1,1,1436733208000,1436733208000
43018,1,1,1570024973327,1570024973327
43019,1,1,1577369148884,1577369148884
43020,5,5,1471630749000,1598463969205
43021,1,1,1591764364104,1591764364104
43022,4,4,1429846304000,1438562636000
43023,3,3,1473817169000,1502559594870
43024,1,1,1496118316000,1496118316000
43025,2,2,1428435671000,1476815110000
43026,2,2,1528244824930,1545296042680
43027,18,18,1576784985851,1603139490455
43028,2,2,1578794683878,1582570790409
43029,1,1,1578845585623,1578845585623
43030,1,1,1596939925278,1596939925278
43031,1,1,1548108600574,1548108600574
43032,8,8,1451425325000,1509995133574
43033,14,14,1499187442774,1595397498362
43034,1,1,1530856924531,1530856924531
43035,4,4,1572874550209,1598668509454
43036,1,1,1572130628585,1572130628585
43037,1,1,1520890055355,1520890055355
43038,2,2,1575210224658,1581364987382
43039,1,1,1491604818000,1491604818000
43040,4,4,1478441291000,1504833809026
43041,6,6,1571487917767,1589398672213
43042,2,2,1140553422000,1173655118000
43043,30,28,1414689567000,1601727477303
43044,3,3,1513788293559,1558053557785
43045,3,3,1515174874273,1543977551991
43046,2,2,1537731704692,1577420316355
43047,2,2,1580655302554,1582402985582
43048,1,1,1427297786000,1427297786000
43049,2,2,1570147267489,1570608887752
43050,1,1,1478808562000,1478808562000
43051,3,3,1593524982619,1600219990410
43052,2,2,1601447736207,1601580463012
43053,74,73,1449662159000,1600618037993
43054,1,1,1516031827336,1516031827336
43055,2,2,1538960534394,1562429601402
43056,1,1,1510714465939,1510714465939
43057,1,1,1477798473000,1477798473000
43058,1,1,1469032649000,1469032649000
43059,1,1,1594831566830,1594831566830
43060,11,11,1469834698000,1580823961943
43061,9,9,1501564675216,1512002053870
43062,2,2,1557714334688,1563328483463
43063,3,3,1592157745889,1596249375144
43064,1,1,1364134004000,1364134004000
43065,1,1,1471215955000,1471215955000
43066,1,1,1409655631000,1409655631000
43067,1,1,1533143342507,1533143342507
43068,1,1,1603027737561,1603027737561
43069,201,200,1486003256000,1600326955161
43070,1,1,1595681435025,1595681435025
43071,6,6,1454962542000,1493143198000
43072,11,11,1576448165895,1590975265702
43073,1,1,1392064840000,1392064840000
43074,2,2,1563134496712,1570204361636
43075,1,1,1577466344815,1577466344815
43076,6,5,1532398599320,1548493878957
43077,1,1,1513747351740,1513747351740
43078,1,1,1373636982000,1373636982000
43079,1,1,1489977833000,1489977833000
43080,1,1,1402511077000,1402511077000
43081,3,3,1484425701000,1521690825580
43082,6,6,1528068235827,1565377836356
43083,1,1,1536593681391,1536593681391
43084,1,1,1589473499829,1589473499829
43085,1,1,1562813135991,1562813135991
43086,2,2,1497628003240,1508803710990
43087,1,1,1469224841000,1469224841000
43088,1,1,1573492269325,1573492269325
43089,2,1,1577501561267,1577501561267
43090,4,4,1594729470883,1599782165094
43091,4,4,1509380282753,1531179775931
43092,3,3,1455059328000,1472916567000
43093,2,1,1542244304508,1542244304508
43094,1,1,1487187881000,1487187881000
43095,1,1,1414082499000,1414082499000
43096,1,1,1512220781228,1512220781228
43097,1,1,1486403859000,1486403859000
43098,2,2,1518632876218,1550278959183
43099,7,7,1474338946000,1578366362487
43100,4,4,1458106590000,1490964148000
43101,1,1,1178995663000,1178995663000
43102,1,1,1565628652417,1565628652417
43103,2,2,1480629253000,1559843028792
43104,1,1,1587602604060,1587602604060
43105,2,2,1527992132643,1575635452739
43106,25,24,1547521254655,1598561949818
43107,7,7,1033153727000,1509336104099
43108,1,1,1556324706852,1556324706852
43109,1,1,1476186165000,1476186165000
43110,33,33,1505416904653,1595310841249
43111,1,1,1564075935702,1564075935702
43112,1,1,1593697746116,1593697746116
43113,1,1,1501457163846,1501457163846
43114,6,6,1469662451000,1574203562577
43115,7,6,1592418122595,1602475999385
43116,1,1,1561746623309,1561746623309
43117,3,3,1471752325000,1491247216000
43118,4,4,1418062269000,1507857473153
43119,5,5,1595960478637,1602191207492
43120,1,1,1528587366843,1528587366843
43121,2,2,1484852398000,1521672081712
43122,8,8,1482184260000,1513007332159
43123,77,75,1459352153000,1550177050530
43124,1,1,1577125618269,1577125618269
43125,1,1,1580446570246,1580446570246
43126,1,1,1290988156000,1290988156000
43127,3,3,1597682157879,1601041587930
43128,182,181,1465030671000,1551120016507
43129,1,1,1415040664000,1415040664000
43130,7,7,1585976905792,1596830106643
43131,4,4,1527898618069,1541089266521
43132,1,1,1532972882137,1532972882137
43133,1,1,1569562617903,1569562617903
43134,13,13,1561785082153,1581032060519
43135,2,2,1555480079454,1573150606600
43136,16,16,1458933765000,1593024270556
43137,3,3,1524590007641,1534090343761
43138,5,5,1559613832803,1566368259150
43139,3,3,1476136307000,1486254190000
43140,1,1,1569288572631,1569288572631
43141,1,1,1578410250921,1578410250921
43142,1,1,1580771389494,1580771389494
43143,2,2,1476780959000,1517027871578
43144,1,1,1602089922705,1602089922705
43145,1,1,1472475427000,1472475427000
43146,1,1,1556967801028,1556967801028
43147,1,1,1572995503122,1572995503122
43148,3,2,1475766024000,1525968810576
43149,2,2,1576542003256,1602882411773
43150,1,1,1549047207733,1549047207733
43151,2,1,1600141904644,1600141904644
43152,2,2,1600339730979,1602549869012
43153,1,1,1510089248215,1510089248215
43154,1,1,1589407099873,1589407099873
43155,12,12,1476989258000,1565419122108
43156,5,4,1574172461569,1601988147129
43157,7,7,1545104587935,1577665438919
43158,7,7,1454273041000,1599958516838
43159,1,1,1578238271646,1578238271646
43160,2,2,1491504036000,1502543259108
43161,6,6,1545532554126,1585088776124
43162,1,1,1572972595154,1572972595154
43163,1,1,1591953301096,1591953301096
43164,2,2,1436577428000,1488048661000
43165,1,1,1596328058400,1596328058400
43166,2,2,1580638656265,1588615075700
43167,6,6,1454195865000,1471813832000
43168,1,1,1546636795462,1546636795462
43169,2,2,1493990535000,1552149352356
43170,1,1,1461589343000,1461589343000
43171,1,1,1579724409657,1579724409657
43172,1,1,1439404501000,1439404501000
43173,1,1,1330465557000,1330465557000
43174,1,1,1572542318018,1572542318018
43175,8,8,1423858071000,1487440656000
43176,6,6,1541538994901,1584895754171
43177,2,2,1545446046354,1556496256719
43178,1,1,1594655265803,1594655265803
43179,1,1,1597417045209,1597417045209
43180,7,7,1540787264131,1599778109069
43181,8,8,1501947502813,1543233730648
43182,1,1,1555020993870,1555020993870
43183,1,1,1580854546316,1580854546316
43184,5,5,1520789692506,1587672996590
43185,2,2,1545779311909,1557087013601
43186,8,8,1462123847000,1475506549000
43187,1,1,1522949619276,1522949619276
43188,2,2,1526721837209,1558821901833
43189,8,7,1487798568000,1535320602499
43190,1,1,1582162394605,1582162394605
43191,2,2,1589639813029,1597316177909
43192,2,2,1285159813000,1314887819000
43193,5,5,1327591669000,1417067348000
43194,5,5,1453254887000,1582371690729
43195,2,2,1546275439892,1581289215577
43196,2,2,1589915747068,1591551405869
43197,2,2,1599127277241,1602629903389
43198,1,1,1541425451822,1541425451822
43199,2,2,1496824295000,1508870538958
43200,4,4,1528099466602,1576459378364
43201,5,5,1582735628845,1598619822895
43202,1,1,1545877209010,1545877209010
43203,1,1,1495230497000,1495230497000
43204,1,1,1558277134575,1558277134575
43205,1,1,1560508957985,1560508957985
43206,1,1,1543598436449,1543598436449
43207,5,5,1476958598000,1517166278214
43208,1,1,1491488075000,1491488075000
43209,1,1,1523544126501,1523544126501
43210,2,2,1555435925069,1557446194303
43211,1,1,1473570626000,1473570626000
43212,4,4,1590879258101,1602336567444
43213,14,13,1476741876000,1532712853580
43214,17,17,1588488321731,1602644378187
43215,2,2,1583838650912,1594754201549
43216,1,1,1562776810311,1562776810311
43217,4,4,1528297396611,1587747135394
43218,36,36,1265757743000,1550360640448
43219,4,4,1523798255377,1576205924126
43220,4,4,1367871871000,1434385990000
43221,3,3,1553363870665,1560881337210
43222,1,1,1592980594969,1592980594969
43223,1,1,1558153613926,1558153613926
43224,3,3,1600292286789,1601321714031
43225,3,3,1514404465705,1537104878511
43226,1,1,1379002288000,1379002288000
43227,2,2,1545703098721,1555123876667
43228,3,3,1547232282379,1551789125676
43229,10,10,1466166189000,1580402960789
43230,3,3,1423959739000,1511884562992
43231,2,2,1399335365000,1426196837000
43232,1,1,1544553955267,1544553955267
43233,2,2,1582522605315,1583617694148
43234,1,1,1571884518590,1571884518590
43235,7,7,1594493526524,1599777912493
43236,1,1,1573590380893,1573590380893
43237,1,1,1572971089352,1572971089352
43238,7,7,1447121914000,1517121032186
43239,1,1,1521905882771,1521905882771
43240,1,1,1545536594545,1545536594545
43241,1,1,1587263652505,1587263652505
43242,2,2,1519909339465,1522574025122
43243,3,3,1533606018496,1546867895797
43244,2,2,1529726836780,1568726992708
43245,17,17,1476983612000,1534031591828
43246,2,2,1572490801534,1578160069251
43247,1,1,1480402660000,1480402660000
43248,1,1,1374800344000,1374800344000
43249,1,1,1559190287406,1559190287406
43250,1,1,1478282533000,1478282533000
43251,1,1,1501321213291,1501321213291
43252,1,1,1559677833275,1559677833275
43253,1,1,1595809460338,1595809460338
43254,2,2,1477947541000,1522352156003
43255,1,1,1595994231829,1595994231829
43256,4,4,1348179974000,1404272906000
43257,1,1,1596943868447,1596943868447
43258,121,121,1169333834000,1582516423330
43259,1,1,1423437257000,1423437257000
43260,1,1,1456174174000,1456174174000
43261,6,6,1372130772000,1451192209000
43262,1,1,1522960104460,1522960104460
43263,1,1,1602345211381,1602345211381
43264,3,3,1386352810000,1422019047000
43265,3,3,1601574337292,1603209367121
43266,8,8,1468248072000,1519160960359
43267,4,4,1513402259519,1536709917104
43268,4,3,1595976851008,1597190888000
43269,1,1,1508678476351,1508678476351
43270,14,14,1493954719000,1547988757121
43271,3,3,1548432562847,1579610576628
43272,5,5,1456694388000,1466623847000
43273,1,1,1514552060591,1514552060591
43274,1,1,1420313189000,1420313189000
43275,1,1,1562922991187,1562922991187
43276,1,1,1478804965000,1478804965000
43277,2,2,1278783144000,1381783151000
43278,1,1,1275358289000,1275358289000
43279,13,13,1518372037760,1597157185746
43280,1,1,1516307402664,1516307402664
43281,21,21,1416835347000,1495483661000
43282,1,1,1259975007000,1259975007000
43283,2,2,1565629394995,1566926646768
43284,3,3,1586017340631,1595962819673
43285,1,1,1598897831952,1598897831952
43286,2,2,1433346987000,1461877552000
43287,2,2,1546107486946,1550685834210
43288,1,1,1581202704918,1581202704918
43289,2,2,1590113204121,1593973080582
43290,1,1,1516665196475,1516665196475
43291,11,11,1567833432894,1587441189150
43292,2,2,1416955093000,1420169349000
43293,1,1,1599517479640,1599517479640
43294,1,1,1518837391120,1518837391120
43295,1,1,1428191051000,1428191051000
43296,4,4,1453405160000,1459157209000
43297,5,5,1549127715741,1580805522032
43298,1,1,1562700247521,1562700247521
43299,1,1,1592573363450,1592573363450
43300,3,3,1549900986324,1594182156312
43301,7,7,1171333019000,1577731393529
43302,1,1,1426974868000,1426974868000
43303,5,5,1471333284000,1499707444588
43304,1,1,1517684698374,1517684698374
43305,1,1,1458511368000,1458511368000
43306,1,1,1557189439489,1557189439489
43307,1,1,1571679202201,1571679202201
43308,1,1,1591720298878,1591720298878
43309,2,2,1574990643786,1602865797358
43310,2,2,1478100209000,1485267622000
43311,2,2,1579664268467,1581259096575
43312,6,6,1596219582334,1600887192247
43313,1,1,1599048479334,1599048479334
43314,4,4,1590192710996,1594845865434
43315,9,9,1467943966000,1486526085000
43316,1,1,1595384274264,1595384274264
43317,5,5,1497133344472,1592864544662
43318,1,1,1493350538000,1493350538000
43319,1,1,1538785949940,1538785949940
43320,5,5,1479864324000,1603168206487
43321,4,4,1597161128461,1600267953308
43322,3,3,1303527952000,1346689945000
43323,2,2,1436823768000,1457908180000
43324,6,6,1550180937987,1566678447667
43325,6,6,1577632072170,1597426529607
43326,1,1,1564381325997,1564381325997
43327,1,1,1597333794638,1597333794638
43328,4,4,1419206738000,1513282217660
43329,22,22,1525260106306,1583596952223
43330,4,4,1528198149801,1601981426398
43331,2,2,1580548035102,1582126205199
43332,23,23,1599581588406,1603473258628
43333,14,14,1351435592000,1579530075854
43334,4,4,1506942734012,1527045731141
43335,1,1,1573843451446,1573843451446
43336,1,1,1603072857706,1603072857706
43337,1,1,1590633961606,1590633961606
43338,1,1,1569158138094,1569158138094
43339,4,4,1592657634824,1602910868598
43340,2,2,1566948465736,1568779830082
43341,1,1,1598301117045,1598301117045
43342,7,7,1595772545334,1601318556110
43343,2,2,1431819384000,1443244565000
43344,6,6,1459287307000,1514352900593
43345,1,1,1471796351000,1471796351000
43346,55,55,1455755672000,1491502743000
